_id,section,rules[0],rules[1],rules[2],rules[3],rules[4],rules[5],rules[6],rules[7],rules[8],rules[9],rules[10],rules[11],rules[12],rules[13],rules[14],rules[15],rules[16],rules[17],rules[18],rules[19],rules[20],rules[21],rules[22],rules[23],rules[24],rules[25],rules[26],rules[27],rules[28],rules[29],rules[30],rules[31],rules[32],rules[33],rules[34],rules[35],rules[36],rules[37],page_number,source
68dd20da212869e0f7e30578,Through traffic does not exist if the,respective journey,a) is used to reach or leave a property,on the road affected by the traffic,ban or on a road accessed by the,"road affected by the traffic ban,",b) is used for the transport of goods,within the meaning of Section 1,paragraph 1 of the Goods Transport,Act in an area within a radius of 75,"km, calculated as the crow flies from",the centre of the first loading point of,the respective vehicle at the start of a,,,,,,,,,,,,,,,,,,,,,,,,,,,88,road_traffic_rules.pdf
68dd20da212869e0f7e30579,journey (centre of town); all,municipalities whose centre of town,lies within the area belong to the,"area, or",c) is carried out with vehicles,designated in the Federal Highway,Toll Act which are not subject to tolls.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,road_traffic_rules.pdf
68dd20da212869e0f7e3057a,Exempt from the traffic ban is a,journey which is made on designated,diversion routes,"(signs 421 , 442 , 454 to 457.2 or",signs 460 and 466 ) in order to take,account of special traffic situations.,Explanation,This combination is only permitted,with character 253 .,31 Character 254 Enforcement or prohibition,Ban on cycling and the use of small,electric vehicles as defined in the,eKFV,Ban on cycling,32 Character 255 Enforcement or prohibition,"Ban on motorcycles, including those","with sidecars, mopeds and mopeds",Ban on motorcycles,33 Character 259 Enforcement or prohibition,Pedestrian traffic ban,,,,,,,,,,,,,,,,,,,,89,road_traffic_rules.pdf
68dd20da212869e0f7e3057b,Prohibition for pedestrians,34 Character 260 Enforcement or prohibition,"Prohibition for motorcycles,","including those with sidecars,","mopeds and small motorcycles, as",well as for motor vehicles and other,multi-track motor vehicles,Ban on motor vehicles,35 Character 261 Enforcement or prohibition,Prohibition of motor vehicles carrying,dangerous goods that require,labeling,Prohibition of motor vehicles carrying,dangerous goods that require,labeling,to 36 Enforcement or prohibition,up to 40 The following,signs 262 to 266 prohibit the use of,traffic by vehicles whose dimensions,"or masses, including loads, exceed",an actual limit indicated on the,respective sign.,Explanation,The limits given are examples only.,36 Character 262 Enforcement or prohibition,The restriction by sign 262 applies to,the individual vehicle in the case of,"vehicle combinations, and to the",tractor unit including the fifth wheel,load and to the actual axle loads of,Actual mass,the semi-trailer in the case of,articulated vehicles.,,,,,,,90,road_traffic_rules.pdf
68dd20da212869e0f7e3057c,Explanation,The sign can be integrated into a,"transition sign, a turnaround sign, or","a lane sign. In this case, the",prohibition applies only to the lane,for which it is instructed.,37 Character 263 Explanation,The sign can be integrated into a,"transition sign, a turnaround sign, or","a lane sign. In this case, the",prohibition applies only to the lane,for which it is instructed.,Actual axle load,38 Character 264 Explanation,The actual width indicates the,measurement including the vehicle's,exterior mirrors. The sign can be,"integrated into a transition sign, a","turn-off sign, or a lane sign. In this",Actual width,"case, the prohibition applies only to",the lane for which it is instructed.,39 Character 265 Explanation,The sign can be integrated into a,"transition sign, a turnaround sign, or","a lane sign. In this case, the",prohibition applies only to the lane,for which it is instructed.,Actual height,40 Character 266 Enforcement or prohibition,The ban applies to the overall length,of vehicle combinations.,Actual length,,,,,,,91,road_traffic_rules.pdf
68dd20da212869e0f7e3057d,41 Character 267 Enforcement or prohibition,Anyone driving a vehicle may not,enter the lane for which the sign is,located.,Explanation,No entry,The sign is placed on the right-hand,side of the carriageway to which it,applies or on both sides of that,carriageway.,41.1 Enforcement or prohibition,The additional sign to,sign 267 permits entry for bicycle,traffic and small electric vehicles in,accordance with the eKFV.,42 Character 268 Enforcement or prohibition,Anyone driving a vehicle may only,drive on the road with snow chains.,Snow chains required,43 Character 269 Enforcement or prohibition,Anyone driving a vehicle may not use,the road with more than 20 l of water-,polluting cargo.,Prohibition for vehicles with water-,polluting cargo,44 Character 270.1 Enforcement or prohibition,,,,,,,,,,,,,,92,road_traffic_rules.pdf
68dd20da212869e0f7e3057e,Participation in traffic with a motor,vehicle within a zone so marked is,prohibited.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,road_traffic_rules.pdf
68dd20da212869e0f7e3057f,"Start of a traffic ban zone to reduce 2. Section 1, paragraph 2, and","harmful air pollution in a zone Section 2, paragraph 3, in","conjunction with Annex 3, of the",Ordinance on the Marking of Motor,Vehicles with a Low Contribution to,"Pollutant Emissions of October 10,","2006 (Federal Law Gazette I, p.","2218), as amended by Article 1 of the","Ordinance of December 5, 2007","(Federal Law Gazette I, p. 2793),",remain unaffected. Exceptions may,be permitted in individual cases or,generally by additional signs or by,general decree.,,,,,,,,,,,,,,,,,,,,,,,,,,93,road_traffic_rules.pdf
68dd20da212869e0f7e30580,Motor vehicles used to transport,severely disabled persons with,"exceptional walking difficulties,",bilateral amelia or phocomelia or,with comparable functional,"limitations, as well as blind persons,",are also exempt from the ban on,participation in traffic.,Explanation,The environmental zone is,established to prevent harmful,environmental impacts from air,pollution in an air quality control plan,or a plan for short-term measures,"pursuant to Section 47, Paragraph 1",or 2 of the Federal Immission Control,Act and is mandated pursuant to,"Section 40, Paragraph 1 of the",Federal Immission Control Act. The,environmental zone is designated,"pursuant to Section 45, Paragraph 1f.",45 Character 270.2,,,,,,,,,,,,,,,,,,93,road_traffic_rules.pdf
68dd20da212869e0f7e30581,End of a traffic ban zone to reduce,harmful air pollution in a zone,46 Enforcement or prohibition,The additional sign to,sign 270.1 exempts motor vehicles,Exemption from the traffic ban from the traffic ban which are,according to Section 40 Paragraph 1 equipped with a sticker displayed on,of the Federal Immission Control Act the additional sign in the relevant,colour in accordance with Section 3,of the Regulation on the Marking of,Motor Vehicles with a Low,Contribution to Pollutant Emissions.,47 Character 272 Enforcement or prohibition,Anyone driving a vehicle is not,allowed to turn around here.,Prohibition of turning,48 Character 273 Enforcement or prohibition,Anyone driving a motor vehicle with a,permissible total mass of more than,3.5 t or a tractor unit must maintain,the specified minimum distance,from a vehicle of the same type in,Prohibition of falling below the,front. Passenger cars and buses are,specified minimum distance,exempt.,Section 7 Speed limits and overtaking bans,49 Character 274 Enforcement or prohibition,,,,,,,,,,,,94,road_traffic_rules.pdf
68dd20da212869e0f7e30582,1. Anyone driving a vehicle may not,drive faster than the maximum speed,posted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,road_traffic_rules.pdf
68dd20da212869e0f7e30583,If the sign permits certain speeds,"Maximum permitted speed of over 50 km/h within built-up areas,",this applies to all types of vehicles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,road_traffic_rules.pdf
68dd20da212869e0f7e30584,"Outside built-up areas, the",maximum speed limits applicable to,certain types of vehicle (Section,3(3)(2)(a) and (b) and Section 18(5)),shall remain unaffected if the sign,permits a higher speed.,Explanation,The sign can be integrated into a lane,"sign, a narrowing sign, or a widening","sign. In this case, the maximum",permitted speed applies only to the,lane for which the speed limit is,specified.,49.1 Enforcement or prohibition,The additional sign to,sign 274 prohibits drivers from,exceeding the specified speed on,wet roads.,50 Character 274.1 Enforcement or prohibition,Anyone driving a vehicle within this,zone may not drive faster than the,posted speed limit.,Explanation,Start of a 30 km/h zone,The sign can also be used to impose,zone speed limits of less than 30,km/h in traffic-calmed commercial,areas.,51 Character 274.2,,,,,,,,,,,95,road_traffic_rules.pdf
68dd20da212869e0f7e30585,End of a 30 km/h zone,52 Character 275 Enforcement or prohibition,Anyone driving a vehicle may not,drive slower than the posted,"minimum speed limit unless road,","traffic, visibility, or weather",conditions dictate otherwise. It is,Prescribed minimum speed,prohibited to use a lane marked with,such a speed limit by vehicles that,cannot or are not permitted to drive,at such a speed.,Explanation,The sign can be integrated into a lane,"sign or a widening sign. In this case,",the prescribed minimum speed,applies only to the lane for which the,minimum speed is specified.,Regarding Enforcement or prohibition,"53, 54",The following,and 54.4,signs 276 and 277 prohibit motor,vehicles from overtaking multi-track,motor vehicles and motorcycles with,sidecars. If a supplementary sign,"indicates a mass, such as ""7.5 t,"" the",prohibition only applies if the,permissible total mass of these,"motor vehicles, including their","trailers, exceeds the specified limit. If",multi-track motor vehicles and,motorcycles with sidecars are to be,prohibited from overtaking single-,"track vehicles, sign 277.1 is used.",,,,,96,road_traffic_rules.pdf
68dd20da212869e0f7e30586,53 Character 276,Overtaking ban for all types of motor,vehicles,54 Character 277 Enforcement or prohibition,Overtaking is prohibited for motor,vehicles with a maximum,"permissible mass exceeding 3.5 t,","including their trailers, and for",tractors. Except for passenger cars,Overtaking ban for motor vehicles,and buses.,over 3.5 t,54.1 Enforcement or prohibition,"With the additional sign, the",overtaking ban indicated by,sign 277 also applies to motor,"vehicles over 2.8 t, including their",trailers.,54.2 Enforcement or prohibition,"With the additional sign, the",overtaking ban indicated by,sign 277 also applies to buses and,passenger cars with trailers.,54.3 Explanation,The additional sign to,"sign 274 , 276 , 277 or 277.1 indicates",the length of a speed restriction or a,no-overtaking zone.,,,,,,,,,,,,97,road_traffic_rules.pdf
68dd20da212869e0f7e30587,54.4 Enforcement or prohibition,Anyone driving a multi-lane motor,vehicle may not overtake single-lane,or multi-lane vehicles.,Prohibition of overtaking single-track,vehicles for multi-track motor,vehicles and motorcycles with,sidecars,55 Explanation,The end of a route-specific speed,restriction or overtaking ban is not,marked if the ban applies only to a,short stretch and the length of the,ban is indicated on a supplementary,sign. It is also not marked if the,prohibition sign is installed together,with a danger sign and the location,clearly indicates where the indicated,"danger no longer exists. Otherwise, it",is marked by signs 278 to 282 .,56 Character 278 Explanation,The sign can be integrated into a lane,sign or a narrowing or widening sign.,"In this case, the sign applies only to",the lane for which the maximum,speed limit was previously,End of the permitted maximum,established.,speed,57 Character 279 Explanation,The sign can be integrated into a lane,sign or a speed restriction sign. In,"this case, the sign applies only to the",lane for which the prescribed,minimum speed limit was previously,established.,,,,98,road_traffic_rules.pdf
68dd20db212869e0f7e30588,End of the prescribed minimum,speed,58 Character 280,End of the overtaking ban for all types,of motor vehicles,59 Character 281,End of the overtaking ban for motor,vehicles over 3.5 t,59.1 Character 281.1,End of the ban on overtaking single-,track vehicles for multi-track motor,vehicles and motorcycles with,sidecars,60 Character 282 Explanation,The sign can be integrated into a lane,"sign or a widening sign. In this case,",the sign applies only to the lane for,which the route-specific speed,restrictions and overtaking,,,,,,,,,,,,,,,,,,,,,99,road_traffic_rules.pdf
68dd20db212869e0f7e30589,End of all route-related speed limits prohibitions were previously,and overtaking bans established.,Section 8 Stopping and parking bans,61 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,road_traffic_rules.pdf
68dd20db212869e0f7e3058a,The no-stopping signs indicated by,the following signs 283 and 286 apply,only on the side of the road on which,the signs are posted. They apply until,the next intersection or junction on,the same side of the road or until a,different rule is specified by traffic,signs for stationary vehicles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,road_traffic_rules.pdf
68dd20db212869e0f7e3058b,"Mobile, temporarily imposed no-",parking signs 283 and 286 override,traffic signs permitting parking.,Explanation,The beginning of the prohibited,section may be marked by a,horizontal white arrow pointing,"toward the roadway, and the end by a",similar arrow pointing away from the,roadway. For signs repeated within,"the prohibited section, one",arrowhead points toward the,"roadway, the other away from it.",62 Character 283 Enforcement or prohibition,Stopping on the road is prohibited.,No stopping at any time,62.1 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,100,road_traffic_rules.pdf
68dd20db212869e0f7e3058c,The additional sign 283 prohibits,stopping vehicles on the hard,shoulder.,62.2 Enforcement or prohibition,The additional sign 283 prohibits,stopping vehicles only on the hard,shoulder.,63 Character 286 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,road_traffic_rules.pdf
68dd20db212869e0f7e3058d,A person driving a vehicle shall not,stop on the roadway for more than,"three minutes, except for boarding or",alighting or loading or unloading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,road_traffic_rules.pdf
68dd20db212869e0f7e3058e,Loading operations must be,Restricted stopping ban,carried out without delay.,63.1 Enforcement or prohibition,"With the additional sign to sign 286 ,",stopping on the hard shoulder is not,permitted for longer than three,"minutes, except for boarding or",alighting or loading or unloading.,63.2 Enforcement or prohibition,"With the additional sign to sign 286 ,",stopping on the hard shoulder is only,permitted for a maximum of three,"minutes, except for boarding or",alighting or loading or unloading.,63.3 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,101,road_traffic_rules.pdf
68dd20db212869e0f7e3058f,The supplementary sign to,sign 286 exempts severely disabled,persons with exceptional walking,"difficulties, bilateral amelia or",phocomelia or with comparable,"functional limitations, as well as","blind persons, each with a special",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,road_traffic_rules.pdf
68dd20db212869e0f7e30590,"parking permit number ..., from the",no-stopping rule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,road_traffic_rules.pdf
68dd20db212869e0f7e30591,The exception applies only if the,parking permit is displayed or affixed,in a clearly legible manner.,63.4 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,road_traffic_rules.pdf
68dd20db212869e0f7e30592,The additional sign to,sign 286 exempts residents with a,special parking permit from the no-,stopping rule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,road_traffic_rules.pdf
68dd20db212869e0f7e30593,The exception applies only if the,parking permit is displayed or affixed,in a clearly legible manner.,63.5 Enforcement or prohibition,The additional sign to sign 286,permits parking for electrically,powered vehicles within the marked,areas.,63.6 Enforcement or prohibition,The additional sign to sign 286,permits parking for car-sharing,"vehicles (Section 39, Paragraph 11)",within the designated areas.,64 Character 290.1 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,102,road_traffic_rules.pdf
68dd20db212869e0f7e30594,A person driving a vehicle shall not,stop for more than three minutes,"within the designated zone, except",for boarding or alighting or loading or,unloading.,Start of a restricted stopping ban for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,road_traffic_rules.pdf
68dd20db212869e0f7e30595,"Within the designated zone, the",a zone,restricted stopping ban applies on all,"public traffic areas, unless otherwise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,road_traffic_rules.pdf
68dd20db212869e0f7e30596,provided by traffic signs or traffic,facilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,road_traffic_rules.pdf
68dd20db212869e0f7e30597,Additional signs may permit,parking for residents with a parking,permit or with a parking ticket or,parking disc (Figure 318) within,designated areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,road_traffic_rules.pdf
68dd20db212869e0f7e30598,Additional signs may permit,parking with a parking ticket or,parking disc (Figure 318) within,designated areas. The parking,"permit, ticket, or parking disc must",be displayed or affixed in a clearly,legible manner.,64.1 Enforcement or prohibition,The additional sign to sign 290.1,permits parking for electrically,powered vehicles within the marked,areas.,64.2 Enforcement or prohibition,The additional sign to sign 290.1,permits parking for car-sharing,"vehicles (Section 39, Paragraph 11)",within the designated areas.,65 Character 290.2,End of a restricted stopping ban for a,zone,Section 9 Markings,66 Character 293 Enforcement or prohibition,,,,,,,,,,,,,,,,,,103,road_traffic_rules.pdf
68dd20db212869e0f7e30599,Anyone driving a vehicle is not,allowed to stop on pedestrian,crossings or within 5 metres of them.,Pedestrian crossing,67 Character 294 Enforcement or prohibition,In addition to stop or wait orders,"given by sign 206 , by police officers,","traffic lights or barriers, it orders:",Anyone driving a vehicle must stop,"here. If necessary, stop again at the",stop line point where the road they intend to,enter can be seen (line of sight).,68 Character 295 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,104,road_traffic_rules.pdf
68dd20db212869e0f7e3059a,a) A person driving a vehicle may not,"cross the continuous line, even",partially.,"Lane markings, roadway markings",b) If the continuous line separates,and special paths,the part of the carriageway or special,"route for oncoming traffic, the driver",shall drive to the right of it.,"(c) If it borders a hard shoulder,",agricultural tractors and work,"machines, carts and similar slow",vehicles must drive to the right of it,"outside built-up areas, if possible.",d) A person driving a vehicle shall not,park on the carriageway if there is no,longer a lane of at least 3 metres,between the parked vehicle and the,lane markings.,,,,,,,,,,,,,,,,,,,,,104,road_traffic_rules.pdf
68dd20db212869e0f7e3059b,a) A person driving a vehicle shall not,stop to the left of the continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,road_traffic_rules.pdf
68dd20db212869e0f7e3059c,lane marking if there is a hard,shoulder or special lane to the right.,b) Anyone driving a vehicle shall not,cross the lane markings on the,central island of the roundabout.,c) Exempt from the prohibition on,crossing the lane boundary of the,roundabout's central island are only,vehicles whose dimensions would,otherwise prevent them from,crossing. Such vehicles may cross,the central island if there is no,danger to other road users.,,,,,,,,,,,,,,,,,,,,,,,,,,,105,road_traffic_rules.pdf
68dd20db212869e0f7e3059d,a) If sign 223.1 instructs the use of a,"hard shoulder, the carriageway",boundary may be crossed like a,guide line marking lanes on a,continuous carriageway (sign 340 ).,"b) If it demarcates a special route, it",may only be crossed if there are,parking spaces behind it that cannot,be reached otherwise or if there are,access roads to properties and the,use of special routes is neither,endangered nor hindered.,c) The line marking the boundary of,carriageways or special paths may,be crossed if there is a property,access road behind it which cannot,be reached by any other means.,Explanation,,,,,,,,,,,,,,,,,,,,,,105,road_traffic_rules.pdf
68dd20db212869e0f7e3059e,"As a lane marking, the sign",separates the part of the carriageway,designated for oncoming traffic or,several lanes for oncoming traffic.,The lane marking may consist of a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,road_traffic_rules.pdf
68dd20db212869e0f7e3059f,double line to separate oncoming,traffic. The double lines may be,"applied offset from each other, in",which case the remaining space may,"be filled in green, which constitutes",neither a central reservation nor a,structural separation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,road_traffic_rules.pdf
68dd20db212869e0f7e305a0,"As a road boundary, the",continuous line can also demarcate,a hard shoulder or special path.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,road_traffic_rules.pdf
68dd20db212869e0f7e305a1,"As the boundary of a special route,",it marks the course of the part of the,special route intended for bicycle,traffic.,69 Character 296 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,road_traffic_rules.pdf
68dd20db212869e0f7e305a2,Anyone driving a vehicle may not,cross or drive on the continuous line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,road_traffic_rules.pdf
68dd20db212869e0f7e305a3,A person driving a vehicle shall not,park on the carriageway if there is no,longer a lane of at least 3 metres,between the parked vehicle and the,Lane B Lane A,continuous lane marking.,One-sided lane marking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,road_traffic_rules.pdf
68dd20db212869e0f7e305a4,"For vehicles in lane B, the",markings stipulate:,Vehicles in lane B may cross the,markings if doing so does not,endanger traffic.,70 Character 297 Enforcement or prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,road_traffic_rules.pdf
68dd20db212869e0f7e305a5,Anyone driving a vehicle must,follow the direction of travel at the,following intersection or junction if,there are marked guidelines,(sign 340 ) or lane markings,(sign 295 ) between the arrows.,Arrow markings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,road_traffic_rules.pdf
68dd20db212869e0f7e305a6,2. Anyone driving a vehicle may not,stop on the section of the road,"marked with arrows (Section 12,",paragraph 1).,Explanation,Arrows encourage you to get into a,lane early enough and drive side by,side in lanes. Vehicles that have,moved into the lane may also be,overtaken on the right.,71 Character 297.1 Explanation,The advance warning arrow,announces a lane marking or,indicates the end of a lane. The,design of the arrow may vary from,that shown.,Advance notice arrow,72 Character 298 Enforcement or prohibition,Anyone driving a vehicle may not use,restricted areas.,Restricted area,73 Character 299 Enforcement or prohibition,Anyone driving a vehicle may not,stop or park within a no-stopping or,no-parking boundary marking.,Explanation,,,,,,,,,,,,,,107,road_traffic_rules.pdf
68dd20db212869e0f7e305a7,"Boundary marking for no stopping or Boundary markings indicate, extend",parking or shorten a stopping or parking ban,prescribed elsewhere.,74 Parking space markings Enforcement or prohibition,Parking space markings permit,"parking; however, on sidewalks, only",vehicles with a maximum,permissible mass of up to 2.8 t are,permitted. The positioning indicated,by the parking space markings must,be observed. Where the lines are,"marked with solid lines, you may",drive over them.,Explanation,If parking spaces on streets are,"clearly demarcated, this dictates",how vehicles are to be parked.,Annex 3 (to Section 42 Paragraph 2) Directional signs,1 2 3,current Characters and additional characters Rules or prohibitions,no. Explanations,Section 1 Priority signs,1 Character 301 Enforcement or,prohibition,The sign indicates that,there is right of way at,the next intersection or,junction.,Right of way,2 Character 306 Enforcement or,prohibition,,,,,,,,,108,road_traffic_rules.pdf
68dd20db212869e0f7e305a8,Anyone driving a vehicle,is not allowed to park on,priority roads outside,built-up areas.,The sign indicates that,priority road,the right of way applies,until the next,"sign 205 ""Give","way."", 206 ""Stop. Give","way."" or 307 ""End of","priority road.""",2.1 Enforcement or,prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,109,road_traffic_rules.pdf
68dd20db212869e0f7e305a9,Anyone driving a,vehicle and intending to,follow the bending,priority road must give,"clear and timely notice,",using the direction,indicators.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,road_traffic_rules.pdf
68dd20db212869e0f7e305aa,Special consideration,must be given to,pedestrian traffic. If,"necessary, wait.",Explanation,The additional sign to,sign 306 indicates the,course of the priority,road.,3 Character 307,End of the priority road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,road_traffic_rules.pdf
68dd20db212869e0f7e305ab,4 Character 308 Enforcement or,prohibition,Anyone driving a vehicle,has priority over,oncoming traffic.,Priority over oncoming traffic,Section 2 Place Name Sign,to 5 Explanation,and 6,From the place-name,"sign, the regulations",applicable to traffic,within or outside built-,up areas apply.,5 Character 310 The place-name sign,indicates:,A closed village begins,here.,Place name sign front,6 Character 311 The place-name sign,indicates:,A built-up area ends,here.,Place name sign back,Section 3 Parking,7 Character 314 Enforcement or,prohibition,,,,,,,,,,,,,110,road_traffic_rules.pdf
68dd20db212869e0f7e305ac,Anyone driving a,vehicle may park here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,road_traffic_rules.pdf
68dd20db212869e0f7e305ad,Park 2.,(a) By means of an,"additional sign, parking",permission may be,"restricted, in particular,","by duration, by type of","vehicle, in favour of",residents holding a,special parking permit or,to parking with a parking,ticket or parking disc.,b) A supplementary sign,with figure 318 (parking,disc) and an indication,of the number of hours,prescribes parking with,a parking disc and its,maximum permissible,duration.,c) Additional signs may,exempt residents with a,parking permit from the,obligation to park with a,parking ticket or parking,disc.,d) By means of an,additional sign with a,"wheelchair symbol,",parking permission may,be restricted to severely,disabled persons with,exceptional walking,"difficulties, bilateral",amelia or phocomelia or,with comparable,"functional limitations,",as well as to blind,persons.,,111,road_traffic_rules.pdf
68dd20db212869e0f7e305ae,e) The parking permit is,only valid if the parking,"ticket, parking disc or",parking permit is,displayed or affixed in a,clearly legible manner.,f) A parking space may,be designated as,subject to a charge by,means of additional,signs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,road_traffic_rules.pdf
68dd20db212869e0f7e305af,a) Additional signs may,restrict parking,permission in favour of,electrically powered,vehicles.,b) Additional signs may,exempt electric vehicles,from the requirement to,park with a parking,ticket or parking disc. If,parking ticket machines,"are installed, the",exemption may also be,indicated on the,machine itself.,c) Additional signs may,limit the duration of,parking permits for,electric vehicles. Proof,of compliance with the,time limit is provided by,displaying a parking,disc. The parking permit,is only valid if the,,,,,,,,,,,,,,,,112,road_traffic_rules.pdf
68dd20db212869e0f7e305b0,parking disc is clearly,displayed or affixed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,road_traffic_rules.pdf
68dd20db212869e0f7e305b1,a) Additional signs may,restrict parking to,carsharing vehicles,equipped with a car-,sharing permit.,Restriction to vehicles,belonging to a single,car-sharing company or,to specific car-sharing,companies is permitted,under the Car Sharing,Act. The restriction is,indicated by the relevant,company name,displayed in black,lettering on a white,background on another,additional sign. The,parking permit is only,valid if the car-sharing,permit is clearly,displayed or attached in,the vehicle.,b) Additional signs may,exempt car-sharing,vehicles from the,requirement to park with,a parking ticket or,parking disc. If parking,ticket machines are,"installed, the exemption",may also be indicated,on the machine itself.,Explanation,,,,,,113,road_traffic_rules.pdf
68dd20db212869e0f7e305b2,1. The beginning of the,permitted parking zone,may be marked by a,horizontal white arrow,pointing toward the,"roadway, and the end by",a white arrow pointing,away from the roadway.,For signs repeated along,"the route, one",arrowhead points,"toward the roadway, the",other away from it.,,,,,,,,,,,,,,,,,,,,,,,,,,,114,road_traffic_rules.pdf
68dd20db212869e0f7e305b3,The sign with a,supplementary black,arrow indicates the,entrance to larger,parking lots or multi-,storey car parks. The,sign may also be,supplemented with,information indicating,whether the parking lot,is a multi-storey car,park.,8 Character 314.1 Enforcement or,prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,114,road_traffic_rules.pdf
68dd20db212869e0f7e305b4,Anyone driving a,vehicle may only park,within the parking,management zone with,Start of a parking management zone,a parking ticket or,parking disc,"(Figure 318 ), unless",stopping and parking is,prohibited by law or,traffic signs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,road_traffic_rules.pdf
68dd20db212869e0f7e305b5,2. Additional signs may,exempt residents with a,parking permit from the,obligation to park with a,parking ticket or parking,disc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,road_traffic_rules.pdf
68dd20db212869e0f7e305b6,The parking permit is,only valid if the parking,"ticket, parking disc or",parking permit is,displayed or affixed in a,clearly legible manner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,road_traffic_rules.pdf
68dd20db212869e0f7e305b7,a) Additional signs may,restrict parking,permission in favour of,electrically powered,vehicles.,b) Additional signs may,exempt electric vehicles,from the requirement to,park with a parking,ticket or parking disc. If,parking ticket machines,"are installed, the",exemption may also be,indicated on the,machine itself.,c) Additional signs may,limit the duration of,parking permits for,electric vehicles. Proof,of compliance with the,time limit is provided by,displaying a parking,disc. The parking permit,is only valid if the,,,,,,,,,,,,,,,,115,road_traffic_rules.pdf
68dd20db212869e0f7e305b8,parking disc is clearly,displayed or affixed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,road_traffic_rules.pdf
68dd20db212869e0f7e305b9,a) Additional signs may,restrict parking to,carsharing vehicles,equipped with a car-,sharing permit.,Restriction to vehicles,belonging to a single,car-sharing company or,to specific car-sharing,companies is permitted,under the Car Sharing,Act. The restriction is,indicated by the relevant,company name being,displayed in black,lettering on a white,background on another,additional sign. The,parking permit is only,valid if the car-sharing,permit is clearly,displayed or attached to,the vehicle.,b) Additional signs may,exempt car-sharing,vehicles from the,requirement to park with,a parking ticket or,parking disc. If parking,ticket machines are,"installed, the exemption",may also be indicated,on the machine itself.,Explanation,,,,,,116,road_traffic_rules.pdf
68dd20db212869e0f7e305ba,The type of parking,restriction is indicated,by additional signs.,9 Character 314.2,End of a parking management zone,10 Character 315 Enforcement or,prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,road_traffic_rules.pdf
68dd20db212869e0f7e305bb,Anyone driving a,vehicle may not park on,sidewalks with vehicles,with a maximum,Parking on sidewalks,permissible mass,exceeding 2.8 t. Parking,may also not be done,contrary to the,prescribed placement of,the sign or in violation of,restrictions imposed by,additional signs.,,,,,,,,,,,,,,,,,,,,,,,,,,,117,road_traffic_rules.pdf
